Camera Angular Velocity: 0 0 0
Event info: (x y p t)
533.636, -2132.8, 0, 0.0141038
371.432, -1240.53, 0, -0.106691
247.379, 301.137, 0, -0.0917126
262.536, -177.321, 0, 0.0828093
441.693, -2475.66, 0, -0.142392
206.985, 2586.71, 0, -0.249115
504.92, -3866.41, 0, -0.166856
572.648, -1782.35, 0, 0.109297
176.046, 19.3529, 0, 0.199696
607.553, -1271.73, 0, 0.248926
624.892, -4815.33, 0, -0.121926
333.226, -789.806, 0, -0.132287
190.356, 596.301, 0, -0.020605
493.773, -1689.04, 0, 0.0403143
365.806, -1811.82, 0, -0.221369
590.264, -3131.74, 0, -0.0419633
10.0345, 666.284, 0, 0.184561
296.48, -387.346, 0, 0.147722
126.641, 648.169, 0, 0.0703439
77.9282, 348.149, 0, 0.203046
221.418, -177.381, 0, 0.230452
26.1536, 646.284, 0, 0.175924
414.995, -2140.99, 0, -0.151128
551.6, -1997.02, 0, 0.0528975
136.267, 3175.93, 0, -0.197412
108.568, 1453.6, 0, -0.0387796
586.237, -1336.11, 0, 0.216334
95.0851, 4196.46, 0, -0.203158
430.855, -2851.63, 0, -0.188804
74.2313, 526.22, 0, 0.159656
40.5193, 1652.81, 0, 0.00607545
203.482, 39.0138, 0, 0.135979
147.226, 1291.97, 0, -0.0668829
404.328, -1395.49, 0, -0.0527039
155.722, 616.595, 0, 0.0354671
627.626, -2400.18, 0, 0.06318
474.239, -4405.1, 0, -0.219746
328.817, -665.829, 0, -0.0829314
317.142, -480.958, 0, 0.120055
387.556, -760.963, 0, 0.16311
537.744, -3007.82, 0, -0.077712
233.508, -31.8572, 0, 0.0938868
278.632, 401.645, 0, -0.238591
63.2468, 4183.27, 0, -0.179349
453.611, -1607.2, 0, -0.00229033
293.772, -364.246, 0, 0.110746
19.3519, 2060.83, 0, -0.0180033
465.544, -927.238, 0, 0.225227
514.386, -1894.35, 0, 0.0290757
346.541, -943.18, 0, -0.116415
