Camera Angular Velocity: -0.242109 0.0857362 0.0507106
Event info: (x y p t)
89.8872, 342.301, 0, 0.00495177
105.382, 322.279, 0, -0.0509068
380.243, 101.576, 0, 0.213252
616.3, -106.651, 0, 0.131101
604.3, -99.8283, 0, 0.178961
418.402, 66.5687, 0, -0.222868
316.366, 142.297, 0, -0.24271
586.034, -72.6716, 0, -0.0081343
636.257, -129.354, 0, 0.184271
503.323, -11.5182, 0, 0.242493
557.799, -40.1433, 0, -0.211919
448.122, 40.1296, 0, 0.194275
20.7471, 405.411, 0, 0.0504645
174.073, 281.169, 0, 0.118948
256.386, 197.637, 0, -0.071978
118.774, 340.05, 0, 0.236625
54.8921, 374.53, 0, 0.038084
597.909, -92.9782, 0, 0.165393
573.056, -60.2389, 0, -0.0312854
323.584, 142.739, 0, -0.0892596
497.014, -1.29775, 0, 0.0750857
78.3668, 346.18, 0, -0.0455985
513.957, -10.1464, 0, -0.102444
228.078, 218.046, 0, -0.127287
179.554, 271.42, 0, 0.0692187
234.13, 230.382, 0, 0.153568
7.10422, 400.69, 0, -0.0648577
72.8323, 331.996, 0, -0.199023
152.818, 277.244, 0, -0.118151
395.048, 86.7296, 0, 0.0463756
549.022, -48.4752, 0, 0.141612
362.274, 109.919, 0, -0.189364
134.543, 304.797, 0, 0.0152007
302.626, 160.024, 0, -0.0918454
278.742, 189.781, 0, 0.129869
441.03, 47.6099, 0, 0.094938
208.973, 230.089, 0, -0.156747
527.907, -23.0373, 0, -0.0192302
164.867, 276.362, 0, -0.0222487
342.976, 123.163, 0, -0.238841
50.59, 400.706, 0, 0.229489
348.807, 120.919, 0, -0.143767
280.903, 182.169, 0, 0.0219872
25.969, 407.213, 0, 0.101705
431.095, 56.4393, 0, -0.164387
397.25, 82.4845, 0, -0.205278
191.972, 269.971, 0, 0.20196
244.95, 203.492, 0, -0.134573
476.377, 16.4145, 0, 0.0863641
460.54, 33.5556, 0, -0.178921
